sample_name,read_1,read_2,accession_number,year,country,publication,purpose
ERR2602672,/data/slow/bdri/azuza/samples/ERR2602672_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602672_2.fastq.gz,ERR2602672,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602674,/data/slow/bdri/azuza/samples/ERR2602674_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602674_2.fastq.gz,ERR2602674,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602675,/data/slow/bdri/azuza/samples/ERR2602675_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602675_2.fastq.gz,ERR2602675,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602689,/data/slow/bdri/azuza/samples/ERR2602689_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602689_2.fastq.gz,ERR2602689,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602691,/data/slow/bdri/azuza/samples/ERR2602691_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602691_2.fastq.gz,ERR2602691,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602692,/data/slow/bdri/azuza/samples/ERR2602692_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602692_2.fastq.gz,ERR2602692,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602705,/data/slow/bdri/azuza/samples/ERR2602705_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602705_2.fastq.gz,ERR2602705,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602707,/data/slow/bdri/azuza/samples/ERR2602707_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602707_2.fastq.gz,ERR2602707,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602711,/data/slow/bdri/azuza/samples/ERR2602711_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602711_2.fastq.gz,ERR2602711,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602712,/data/slow/bdri/azuza/samples/ERR2602712_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602712_2.fastq.gz,ERR2602712,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602715,/data/slow/bdri/azuza/samples/ERR2602715_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602715_2.fastq.gz,ERR2602715,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602718,/data/slow/bdri/azuza/samples/ERR2602718_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602718_2.fastq.gz,ERR2602718,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602719,/data/slow/bdri/azuza/samples/ERR2602719_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602719_2.fastq.gz,ERR2602719,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602725,/data/slow/bdri/azuza/samples/ERR2602725_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602725_2.fastq.gz,ERR2602725,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602732,/data/slow/bdri/azuza/samples/ERR2602732_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602732_2.fastq.gz,ERR2602732,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602738,/data/slow/bdri/azuza/samples/ERR2602738_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602738_2.fastq.gz,ERR2602738,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602740,/data/slow/bdri/azuza/samples/ERR2602740_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602740_2.fastq.gz,ERR2602740,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602742,/data/slow/bdri/azuza/samples/ERR2602742_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602742_2.fastq.gz,ERR2602742,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602748,/data/slow/bdri/azuza/samples/ERR2602748_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602748_2.fastq.gz,ERR2602748,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602751,/data/slow/bdri/azuza/samples/ERR2602751_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602751_2.fastq.gz,ERR2602751,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602753,/data/slow/bdri/azuza/samples/ERR2602753_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602753_2.fastq.gz,ERR2602753,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602760,/data/slow/bdri/azuza/samples/ERR2602760_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602760_2.fastq.gz,ERR2602760,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602761,/data/slow/bdri/azuza/samples/ERR2602761_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602761_2.fastq.gz,ERR2602761,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602762,/data/slow/bdri/azuza/samples/ERR2602762_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602762_2.fastq.gz,ERR2602762,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602771,/data/slow/bdri/azuza/samples/ERR2602771_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602771_2.fastq.gz,ERR2602771,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602774,/data/slow/bdri/azuza/samples/ERR2602774_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602774_2.fastq.gz,ERR2602774,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602778,/data/slow/bdri/azuza/samples/ERR2602778_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602778_2.fastq.gz,ERR2602778,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602786,/data/slow/bdri/azuza/samples/ERR2602786_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602786_2.fastq.gz,ERR2602786,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602588,/data/slow/bdri/azuza/samples/ERR2602588_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602588_2.fastq.gz,ERR2602588,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602793,/data/slow/bdri/azuza/samples/ERR2602793_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602793_2.fastq.gz,ERR2602793,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602795,/data/slow/bdri/azuza/samples/ERR2602795_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602795_2.fastq.gz,ERR2602795,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602796,/data/slow/bdri/azuza/samples/ERR2602796_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602796_2.fastq.gz,ERR2602796,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602798,/data/slow/bdri/azuza/samples/ERR2602798_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602798_2.fastq.gz,ERR2602798,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602801,/data/slow/bdri/azuza/samples/ERR2602801_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602801_2.fastq.gz,ERR2602801,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602803,/data/slow/bdri/azuza/samples/ERR2602803_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602803_2.fastq.gz,ERR2602803,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602820,/data/slow/bdri/azuza/samples/ERR2602820_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602820_2.fastq.gz,ERR2602820,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602830,/data/slow/bdri/azuza/samples/ERR2602830_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602830_2.fastq.gz,ERR2602830,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602592,/data/slow/bdri/azuza/samples/ERR2602592_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602592_2.fastq.gz,ERR2602592,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602834,/data/slow/bdri/azuza/samples/ERR2602834_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602834_2.fastq.gz,ERR2602834,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602839,/data/slow/bdri/azuza/samples/ERR2602839_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602839_2.fastq.gz,ERR2602839,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602568,/data/slow/bdri/azuza/samples/ERR2602568_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602568_2.fastq.gz,ERR2602568,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602618,/data/slow/bdri/azuza/samples/ERR2602618_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602618_2.fastq.gz,ERR2602618,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602619,/data/slow/bdri/azuza/samples/ERR2602619_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602619_2.fastq.gz,ERR2602619,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602621,/data/slow/bdri/azuza/samples/ERR2602621_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602621_2.fastq.gz,ERR2602621,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602629,/data/slow/bdri/azuza/samples/ERR2602629_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602629_2.fastq.gz,ERR2602629,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602635,/data/slow/bdri/azuza/samples/ERR2602635_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602635_2.fastq.gz,ERR2602635,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602642,/data/slow/bdri/azuza/samples/ERR2602642_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602642_2.fastq.gz,ERR2602642,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602655,/data/slow/bdri/azuza/samples/ERR2602655_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602655_2.fastq.gz,ERR2602655,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602657,/data/slow/bdri/azuza/samples/ERR2602657_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602657_2.fastq.gz,ERR2602657,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602658,/data/slow/bdri/azuza/samples/ERR2602658_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602658_2.fastq.gz,ERR2602658,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602661,/data/slow/bdri/azuza/samples/ERR2602661_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602661_2.fastq.gz,ERR2602661,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602566,/data/slow/bdri/azuza/samples/ERR2602566_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602566_2.fastq.gz,ERR2602566,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602682,/data/slow/bdri/azuza/samples/ERR2602682_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602682_2.fastq.gz,ERR2602682,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602685,/data/slow/bdri/azuza/samples/ERR2602685_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602685_2.fastq.gz,ERR2602685,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602687,/data/slow/bdri/azuza/samples/ERR2602687_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602687_2.fastq.gz,ERR2602687,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602698,/data/slow/bdri/azuza/samples/ERR2602698_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602698_2.fastq.gz,ERR2602698,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602716,/data/slow/bdri/azuza/samples/ERR2602716_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602716_2.fastq.gz,ERR2602716,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602720,/data/slow/bdri/azuza/samples/ERR2602720_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602720_2.fastq.gz,ERR2602720,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602724,/data/slow/bdri/azuza/samples/ERR2602724_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602724_2.fastq.gz,ERR2602724,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602743,/data/slow/bdri/azuza/samples/ERR2602743_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602743_2.fastq.gz,ERR2602743,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602744,/data/slow/bdri/azuza/samples/ERR2602744_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602744_2.fastq.gz,ERR2602744,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR3312490,/data/slow/bdri/azuza/samples/ERR3312490_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR3312490_2.fastq.gz,ERR3312490,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602768,/data/slow/bdri/azuza/samples/ERR2602768_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602768_2.fastq.gz,ERR2602768,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602770,/data/slow/bdri/azuza/samples/ERR2602770_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602770_2.fastq.gz,ERR2602770,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602773,/data/slow/bdri/azuza/samples/ERR2602773_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602773_2.fastq.gz,ERR2602773,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602817,/data/slow/bdri/azuza/samples/ERR2602817_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602817_2.fastq.gz,ERR2602817,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602829,/data/slow/bdri/azuza/samples/ERR2602829_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602829_2.fastq.gz,ERR2602829,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602838,/data/slow/bdri/azuza/samples/ERR2602838_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602838_2.fastq.gz,ERR2602838,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602569,/data/slow/bdri/azuza/samples/ERR2602569_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602569_2.fastq.gz,ERR2602569,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602627,/data/slow/bdri/azuza/samples/ERR2602627_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602627_2.fastq.gz,ERR2602627,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602644,/data/slow/bdri/azuza/samples/ERR2602644_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602644_2.fastq.gz,ERR2602644,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602667,/data/slow/bdri/azuza/samples/ERR2602667_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602667_2.fastq.gz,ERR2602667,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602681,/data/slow/bdri/azuza/samples/ERR2602681_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602681_2.fastq.gz,ERR2602681,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602730,/data/slow/bdri/azuza/samples/ERR2602730_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602730_2.fastq.gz,ERR2602730,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602731,/data/slow/bdri/azuza/samples/ERR2602731_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602731_2.fastq.gz,ERR2602731,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602810,/data/slow/bdri/azuza/samples/ERR2602810_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602810_2.fastq.gz,ERR2602810,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602645,/data/slow/bdri/azuza/samples/ERR2602645_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602645_2.fastq.gz,ERR2602645,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602665,/data/slow/bdri/azuza/samples/ERR2602665_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602665_2.fastq.gz,ERR2602665,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602668,/data/slow/bdri/azuza/samples/ERR2602668_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602668_2.fastq.gz,ERR2602668,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602676,/data/slow/bdri/azuza/samples/ERR2602676_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602676_2.fastq.gz,ERR2602676,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602679,/data/slow/bdri/azuza/samples/ERR2602679_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602679_2.fastq.gz,ERR2602679,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602680,/data/slow/bdri/azuza/samples/ERR2602680_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602680_2.fastq.gz,ERR2602680,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602684,/data/slow/bdri/azuza/samples/ERR2602684_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602684_2.fastq.gz,ERR2602684,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602694,/data/slow/bdri/azuza/samples/ERR2602694_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602694_2.fastq.gz,ERR2602694,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602697,/data/slow/bdri/azuza/samples/ERR2602697_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602697_2.fastq.gz,ERR2602697,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602579,/data/slow/bdri/azuza/samples/ERR2602579_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602579_2.fastq.gz,ERR2602579,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602714,/data/slow/bdri/azuza/samples/ERR2602714_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602714_2.fastq.gz,ERR2602714,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602582,/data/slow/bdri/azuza/samples/ERR2602582_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602582_2.fastq.gz,ERR2602582,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602739,/data/slow/bdri/azuza/samples/ERR2602739_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602739_2.fastq.gz,ERR2602739,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602583,/data/slow/bdri/azuza/samples/ERR2602583_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602583_2.fastq.gz,ERR2602583,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602754,/data/slow/bdri/azuza/samples/ERR2602754_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602754_2.fastq.gz,ERR2602754,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602584,/data/slow/bdri/azuza/samples/ERR2602584_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602584_2.fastq.gz,ERR2602584,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602764,/data/slow/bdri/azuza/samples/ERR2602764_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602764_2.fastq.gz,ERR2602764,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602769,/data/slow/bdri/azuza/samples/ERR2602769_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602769_2.fastq.gz,ERR2602769,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602586,/data/slow/bdri/azuza/samples/ERR2602586_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602586_2.fastq.gz,ERR2602586,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602772,/data/slow/bdri/azuza/samples/ERR2602772_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602772_2.fastq.gz,ERR2602772,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602780,/data/slow/bdri/azuza/samples/ERR2602780_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602780_2.fastq.gz,ERR2602780,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602791,/data/slow/bdri/azuza/samples/ERR2602791_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602791_2.fastq.gz,ERR2602791,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602792,/data/slow/bdri/azuza/samples/ERR2602792_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602792_2.fastq.gz,ERR2602792,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602797,/data/slow/bdri/azuza/samples/ERR2602797_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602797_2.fastq.gz,ERR2602797,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602589,/data/slow/bdri/azuza/samples/ERR2602589_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602589_2.fastq.gz,ERR2602589,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602805,/data/slow/bdri/azuza/samples/ERR2602805_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602805_2.fastq.gz,ERR2602805,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602807,/data/slow/bdri/azuza/samples/ERR2602807_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602807_2.fastq.gz,ERR2602807,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602821,/data/slow/bdri/azuza/samples/ERR2602821_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602821_2.fastq.gz,ERR2602821,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602832,/data/slow/bdri/azuza/samples/ERR2602832_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602832_2.fastq.gz,ERR2602832,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602841,/data/slow/bdri/azuza/samples/ERR2602841_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602841_2.fastq.gz,ERR2602841,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602617,/data/slow/bdri/azuza/samples/ERR2602617_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602617_2.fastq.gz,ERR2602617,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602622,/data/slow/bdri/azuza/samples/ERR2602622_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602622_2.fastq.gz,ERR2602622,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602630,/data/slow/bdri/azuza/samples/ERR2602630_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602630_2.fastq.gz,ERR2602630,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602632,/data/slow/bdri/azuza/samples/ERR2602632_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602632_2.fastq.gz,ERR2602632,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602633,/data/slow/bdri/azuza/samples/ERR2602633_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602633_2.fastq.gz,ERR2602633,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602572,/data/slow/bdri/azuza/samples/ERR2602572_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602572_2.fastq.gz,ERR2602572,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602647,/data/slow/bdri/azuza/samples/ERR2602647_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602647_2.fastq.gz,ERR2602647,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602648,/data/slow/bdri/azuza/samples/ERR2602648_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602648_2.fastq.gz,ERR2602648,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602652,/data/slow/bdri/azuza/samples/ERR2602652_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602652_2.fastq.gz,ERR2602652,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602678,/data/slow/bdri/azuza/samples/ERR2602678_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602678_2.fastq.gz,ERR2602678,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602688,/data/slow/bdri/azuza/samples/ERR2602688_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602688_2.fastq.gz,ERR2602688,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602729,/data/slow/bdri/azuza/samples/ERR2602729_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602729_2.fastq.gz,ERR2602729,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR3312491,/data/slow/bdri/azuza/samples/ERR3312491_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR3312491_2.fastq.gz,ERR3312491,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR3312492,/data/slow/bdri/azuza/samples/ERR3312492_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR3312492_2.fastq.gz,ERR3312492,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602776,/data/slow/bdri/azuza/samples/ERR2602776_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602776_2.fastq.gz,ERR2602776,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602594,/data/slow/bdri/azuza/samples/ERR2602594_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602594_2.fastq.gz,ERR2602594,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602614,/data/slow/bdri/azuza/samples/ERR2602614_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602614_2.fastq.gz,ERR2602614,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602628,/data/slow/bdri/azuza/samples/ERR2602628_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602628_2.fastq.gz,ERR2602628,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602663,/data/slow/bdri/azuza/samples/ERR2602663_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602663_2.fastq.gz,ERR2602663,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602577,/data/slow/bdri/azuza/samples/ERR2602577_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602577_2.fastq.gz,ERR2602577,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602580,/data/slow/bdri/azuza/samples/ERR2602580_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602580_2.fastq.gz,ERR2602580,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602717,/data/slow/bdri/azuza/samples/ERR2602717_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602717_2.fastq.gz,ERR2602717,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602752,/data/slow/bdri/azuza/samples/ERR2602752_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602752_2.fastq.gz,ERR2602752,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602755,/data/slow/bdri/azuza/samples/ERR2602755_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602755_2.fastq.gz,ERR2602755,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602759,/data/slow/bdri/azuza/samples/ERR2602759_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602759_2.fastq.gz,ERR2602759,2016,Malawi,Jillian et al. 2021,Malawian H58
